-00:00:02.0070000		Run Escape casts Ruin III on Ramuh
00:03:43.3830000		Aihyooni Yoomi prepares Indomitability on Dengue Fever +17941
00:03:43.3830000		Aihyooni Yoomi prepares Indomitability on Dan Tam +17764
00:03:43.3830000		Aihyooni Yoomi prepares Indomitability on Yoo Rose +17525
00:03:43.3830000		Aihyooni Yoomi prepares Indomitability on Blue Fever +18248
00:03:43.3830000		Aihyooni Yoomi prepares Indomitability on Minju Rose +17510
00:03:43.3830000		Aihyooni Yoomi prepares Indomitability on Yujin Ahn +20799
00:03:43.3830000		The limit break guage has been updated to 12750. 3 bars are available.
00:03:43.4270000		Run Escape gains Aetherflow from Run Escape
00:03:43.4270000		Run Escape prepares Energy Drain on Ramuh 5382
00:03:43.4720000		Run Escape Ruin IV Ramuh 21337
00:03:43.5160000		Dengue Fever Medica II Dengue Fever 10120
00:03:43.5160000		Dengue Fever gains Medica II from Dengue Fever
00:03:43.6040000		Dan Tam prepares Spinning Edge on Ramuh 7256
00:03:43.6480000		Dengue Fever Medica II Aihyooni Yoomi 15897
00:03:43.6480000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:03:43.6480000		Dan Tam prepares Attack on Ramuh 3171
00:03:43.7360000		Ruby Carbuncle prepares Burning Strike on Ramuh 4204
00:03:43.7820000		Dengue Fever Medica II Blue Fever 9829
00:03:43.7820000		Blue Fever gains Medica II from Dengue Fever
00:03:43.8700000		Minju Rose prepares Holy Spirit on Ramuh 14139
00:03:43.9150000		Dengue Fever Medica II Yoo Rose 10172
00:03:43.9150000		Yoo Rose gains Medica II from Dengue Fever
00:03:43.9150000		Minju Rose prepares Attack on Ramuh 3081
00:03:43.9590000		Yoo Rose prepares Ruin III on Ramuh 13441
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Dengue Fever +15199
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Blue Fever +14909
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Yoo Rose +15101
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Aihyooni Yoomi +15153
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Run Escape +15255
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Dan Tam +23323 (CRITICAL)
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Minju Rose +15345
00:03:43.9590000		Dengue Fever prepares Afflatus Rapture on Yujin Ahn +17694
00:03:43.9590000		Yujin Ahn prepares Fell Cleave on Ramuh 29627 (CRITICAL)
00:03:43.9590000		Ramuh prepares Unknown_4Bc9 on Minju Rose 25185
00:03:44.0030000		Dan Tam Spinning Edge Ramuh 7256
00:03:44.0480000		Raiden Unknown_4E61 Yujin Ahn 8578
00:03:44.0480000		Dengue Fever Medica II Run Escape 10360
00:03:44.0480000		Run Escape gains Medica II from Dengue Fever
00:03:44.0480000		Aihyooni Yoomi Indomitability Aihyooni Yoomi 17483
00:03:44.1800000		Dan Tam Attack Ramuh 3171
00:03:44.1800000		Dengue Fever Medica II Dan Tam 15565
00:03:44.1800000		Dan Tam gains Medica II from Dengue Fever
00:03:44.1800000		Aihyooni Yoomi Indomitability Run Escape 17632
00:03:44.2250000		Run Escape gains Aetherflow from Run Escape
00:03:44.2250000		Run Escape prepares Fester on Ramuh 31721 (CRITICAL)
00:03:44.2690000		Blue Fever prepares Refulgent Arrow on Ramuh 26119 (CRITICAL)
00:03:44.3130000		Dengue Fever Medica II Minju Rose 10076
00:03:44.3130000		Minju Rose gains Medica II from Dengue Fever
00:03:44.3130000		Aihyooni Yoomi Indomitability Dengue Fever 17941
00:03:44.4460000		Minju Rose Attack Ramuh 3081
00:03:44.4460000		Dengue Fever Medica II Yujin Ahn 11887
00:03:44.4460000		Yujin Ahn gains Medica II from Dengue Fever
00:03:44.4460000		Aihyooni Yoomi Indomitability Dan Tam 17764
00:03:44.4900000		Run Escape Energy Drain Ramuh 5382
00:03:44.5350000		Ruby Carbuncle Burning Strike Ramuh 4204
00:03:44.5350000		Dengue Fever Afflatus Rapture Dengue Fever 15199
00:03:44.5800000		Aihyooni Yoomi Indomitability Yoo Rose 17525
00:03:44.5800000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:03:44.6240000		Minju Rose Holy Spirit Ramuh 14139
00:03:44.6240000		Yujin Ahn Fell Cleave Ramuh 29627
00:03:44.6680000		Dengue Fever Afflatus Rapture Blue Fever 14909
00:03:44.7130000		Aihyooni Yoomi Indomitability Blue Fever 18248
00:03:44.7570000		Yoo Rose Ruin III Ramuh 13441
00:03:44.7570000		Ramuh Unknown_4Bc9 Minju Rose 25185
00:03:44.8010000		Dengue Fever Afflatus Rapture Yoo Rose 15101
00:03:44.8450000		Aihyooni Yoomi Indomitability Minju Rose 17510
00:03:44.9340000		Dengue Fever Afflatus Rapture Aihyooni Yoomi 15153
00:03:45.0680000		Dengue Fever Afflatus Rapture Run Escape 15255
00:03:45.1570000		Run Escape Fester Ramuh 31721
00:03:45.2440000		Ruby Carbuncle gains Summon Order from Ramuh
00:03:45.2900000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 13184
00:03:45.2900000		Ifrit-Egi prepares Burning Strike on Ramuh 7219 (CRITICAL)
00:03:45.2900000		Minju Rose gains Surge Protection from 
00:03:45.2900000		Yoo Rose prepares Tri-Disaster on Ramuh 25877 (DIRECT HIT)
00:03:45.2900000		Ramuh gains Bio III from Yoo Rose
00:03:45.2900000		Ramuh gains Miasma III from Yoo Rose
00:03:45.3330000		Dengue Fever Afflatus Rapture Minju Rose 15345
00:03:45.5560000		Minju Rose gains Mage's Ballad from Blue Fever
00:03:45.5560000		Dan Tam gains Mage's Ballad from Blue Fever
00:03:45.5560000		Yoo Rose gains Mage's Ballad from Blue Fever
00:03:45.5560000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:03:45.5560000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:03:45.5560000		Dengue Fever gains Mage's Ballad from Blue Fever
00:03:45.5560000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:03:45.5560000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:03:45.5560000		Run Escape gains Mage's Ballad from Blue Fever
00:03:45.6440000		Yujin Ahn prepares Attack on Ramuh 4017
00:03:45.6880000		Blue Fever prepares Shot on Ramuh 5541 (DIRECT HIT)
00:03:45.6880000		Dan Tam prepares Gust Slash on Ramuh 13644 (DIRECT HIT)
00:03:45.7320000		Blue Fever Refulgent Arrow Ramuh 26119
00:03:45.7770000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:03:45.7770000		Yujin Ahn gains Inner Release from Yujin Ahn
00:03:45.8210000		Dan Tam gains Sacred Soil from Aihyooni Yoomi
00:03:45.8210000		Yoo Rose gains Sacred Soil from Aihyooni Yoomi
00:03:45.8210000		Dengue Fever gains Sacred Soil from Aihyooni Yoomi
00:03:45.8210000		Aihyooni Yoomi gains Sacred Soil from Aihyooni Yoomi
00:03:45.8210000		Run Escape gains Sacred Soil from Aihyooni Yoomi
00:03:45.8650000		Dan Tam prepares Attack on Ramuh 2940
00:03:45.9100000		Ruby Carbuncle Crimson Cyclone Ramuh 13184
00:03:45.9100000		Yoo Rose gains Further Ruin from Yoo Rose
00:03:45.9100000		Dan Tam gains Surge Protection from 
00:03:46.0880000		Dan Tam Gust Slash Ramuh 13644
00:03:46.0880000		Yoo Rose Tri-Disaster Ramuh 25877
00:03:46.0880000		Ifrit-Egi Burning Strike Ramuh 7219
00:03:46.0880000		Blue Fever gains Surge Protection from 
00:03:46.0880000		Yoo Rose prepares Dreadwyrm Trance on Yoo Rose 
00:03:46.1770000		Yujin Ahn Attack Ramuh 4017
00:03:46.1770000		Minju Rose prepares Attack on Ramuh 2491
00:03:46.3090000		Yoo Rose gains Surge Protection from 
00:03:46.3540000		Minju Rose prepares Holy Spirit on Ramuh 23412 (CRITICAL)
00:03:46.3980000		Dan Tam Attack Ramuh 2940
00:03:46.3980000		The limit break guage has been updated to 12920. 3 bars are available.
00:03:46.4420000		Blue Fever Shot Ramuh 5541
00:03:46.4420000		Yujin Ahn prepares Fell Cleave on Ramuh 38839 (CRITICAL)
00:03:46.7080000		Minju Rose Attack Ramuh 2491
00:03:46.7520000		Blue Fever prepares Burst Shot on Ramuh 15045 (DIRECT HIT)
00:03:46.7520000		Blue Fever gains Straight Shot Ready from Blue Fever
00:03:46.9280000		Ruby Carbuncle prepares Burning Strike on Ramuh 6928 (CRITICAL)
00:03:46.9740000		Ramuh prepares Unknown_4Bc9 on Minju Rose +19750 (CRITICAL)
00:03:47.0620000		Aihyooni Yoomi prepares Broil III on Ramuh 14728
00:03:47.1070000		Minju Rose Holy Spirit Ramuh 23412
00:03:47.1070000		Yujin Ahn Fell Cleave Ramuh 38839
00:03:47.1070000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:03:47.1510000		Yujin Ahn prepares Upheaval on Ramuh 29453 (CRITICAL)
00:03:47.1510000		Run Escape prepares Ruin III on Ramuh 14530 (DIRECT HIT)
00:03:47.5490000		Blue Fever prepares Bloodletter on Ramuh 12229 (CRITICAL)
00:03:47.7260000		Ruby Carbuncle Burning Strike Ramuh 6928
00:03:47.7260000		Aihyooni Yoomi prepares Ruin II on Ramuh 17899 (CRITICAL)
00:03:47.7710000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:03:47.7710000		Ramuh Unknown_4Bc9 Minju Rose 19750
00:03:47.7710000		Dan Tam prepares Aeolian Edge on Ramuh 15176
00:03:47.8150000		Yujin Ahn Upheaval Ramuh 29453
00:03:47.8150000		Ruby Carbuncle prepares Flaming Crush on Ramuh 13532
00:03:47.8590000		Aihyooni Yoomi Broil III Ramuh 14728
00:03:47.9470000		Run Escape Ruin III Ramuh 14530
00:03:48.0800000		Dan Tam prepares Attack on Ramuh 3088
00:03:48.1690000		Yoo Rose prepares Fester on Ramuh 20080
00:03:48.2130000		Blue Fever Burst Shot Ramuh 15045
00:03:48.3020000		Dan Tam Aeolian Edge Ramuh 15176
00:03:48.3470000		Dengue Fever prepares Glare on Ramuh 33313 (CRITICAL)
00:03:48.4350000		Minju Rose prepares Attack on Ramuh 3698 (CRITICAL)
00:03:48.5240000		Ifrit-Egi prepares Burning Strike on Ramuh 9041 (CRITICAL)
00:03:48.5680000		Minju Rose gains Mage's Ballad from Blue Fever
00:03:48.5680000		Dan Tam gains Mage's Ballad from Blue Fever
00:03:48.5680000		Yoo Rose gains Mage's Ballad from Blue Fever
00:03:48.5680000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:03:48.5680000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:03:48.5680000		Dengue Fever gains Mage's Ballad from Blue Fever
00:03:48.5680000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:03:48.5680000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:03:48.5680000		Run Escape gains Mage's Ballad from Blue Fever
00:03:48.6120000		Dan Tam Attack Ramuh 3088
00:03:48.6560000		Aihyooni Yoomi Ruin II Ramuh 17899
00:03:48.7450000		Blue Fever prepares Shot on Ramuh 4257
00:03:48.8340000		Minju Rose prepares Holy Spirit on Ramuh 15177
00:03:48.8340000		Yujin Ahn prepares Fell Cleave on Ramuh 37822 (CRITICAL)
00:03:48.8340000		Dan Tam gains Sacred Soil from Aihyooni Yoomi
00:03:48.8340000		Yoo Rose gains Sacred Soil from Aihyooni Yoomi
00:03:48.8340000		Dengue Fever gains Sacred Soil from Aihyooni Yoomi
00:03:48.8340000		Yujin Ahn gains Sacred Soil from Aihyooni Yoomi
00:03:48.8340000		Run Escape gains Sacred Soil from Aihyooni Yoomi
00:03:48.9670000		Minju Rose Attack Ramuh 3698
00:03:48.9670000		Ruby Carbuncle Flaming Crush Ramuh 13532
00:03:48.9670000		Yoo Rose gains Further Ruin from Yoo Rose
00:03:49.0110000		Yujin Ahn prepares Attack on Ramuh 8081 (CRITICAL)
00:03:49.1000000		Yoo Rose Fester Ramuh 20080
00:03:49.1440000		Blue Fever Bloodletter Ramuh 12229
00:03:49.1880000		Aihyooni Yoomi gains Surge Protection from 
00:03:49.2330000		Blue Fever prepares Refulgent Arrow on Ramuh 25168 (CRITICAL)
00:03:49.3210000		Ifrit-Egi Burning Strike Ramuh 9041
00:03:49.4110000		The limit break guage has been updated to 13090. 3 bars are available.
00:03:49.4990000		Blue Fever Shot Ramuh 4257
00:03:49.4990000		Yujin Ahn Fell Cleave Ramuh 37822
00:03:49.5430000		Yujin Ahn Attack Ramuh 8081
00:03:49.5870000		Minju Rose Holy Spirit Ramuh 15177
00:03:49.5870000		Yoo Rose prepares Ruin III on Ramuh 13623
00:03:49.6760000		Dengue Fever Glare Ramuh 33313
00:03:49.7660000		Minju Rose prepares Spirits Within on Ramuh 8520
00:03:49.7660000		Run Escape prepares Ruin III on Ramuh 11541
00:03:49.8540000		Dan Tam prepares Spinning Edge on Ramuh 13905 (CRITICAL)
00:03:49.9430000		Blue Fever prepares Empyreal Arrow on Ramuh 11571
00:03:49.9870000		Ruby Carbuncle prepares Burning Strike on Ramuh 6648 (CRITICAL)
00:03:50.0310000		Dengue Fever prepares Swiftcast on Dengue Fever 
00:03:50.0310000		Dengue Fever gains Swiftcast from Dengue Fever
00:03:50.2540000		Dan Tam Spinning Edge Ramuh 13905
00:03:50.2540000		Yujin Ahn prepares Onslaught on Ramuh 6105 (CRITICAL)
00:03:50.2980000		Dan Tam prepares Attack on Ramuh 3022
00:03:50.3870000		Yoo Rose Ruin III Ramuh 13623
00:03:50.3870000		Yoo Rose prepares Deathflare on Ramuh 42224 (CRITICAL)
00:03:50.5200000		Ramuh prepares Fury's Fourteen on Ramuh 19371
00:03:50.5650000		Run Escape Ruin III Ramuh 11541
00:03:50.6090000		Dengue Fever gains Surge Protection from 
00:03:50.6540000		Blue Fever prepares Bloodletter on Ramuh 7224
00:03:50.6980000		Blue Fever Refulgent Arrow Ramuh 25168
00:03:50.6980000		Minju Rose Spirits Within Ramuh 8520
00:03:50.6980000		Minju Rose prepares Attack on Ramuh 2419
00:03:50.7870000		Ruby Carbuncle Burning Strike Ramuh 6648
00:03:50.7870000		Dengue Fever prepares Glare on Ramuh 32235 (CRITICAL)
00:03:50.8300000		Dan Tam Attack Ramuh 3022
00:03:50.9190000		Yujin Ahn Onslaught Ramuh 6105
00:03:51.0070000		Blue Fever Empyreal Arrow Ramuh 11571
00:03:51.0520000		Yoo Rose prepares Summon Bahamut on Yoo Rose 
00:03:51.1850000		Yoo Rose Deathflare Ramuh 42224
00:03:51.1850000		Yujin Ahn prepares Fell Cleave on Ramuh 37473 (CRITICAL)
00:03:51.2290000		Minju Rose Attack Ramuh 2419
00:03:51.3180000		Minju Rose prepares Holy Spirit on Ramuh 14167
00:03:51.4510000		Ramuh gains Fury's Bolt from 
00:03:51.4960000		Demi-Bahamut gains Mage's Ballad from Blue Fever
00:03:51.4960000		Demi-Bahamut gains Well Fed from Yoo Rose
00:03:51.5840000		Minju Rose gains Mage's Ballad from Blue Fever
00:03:51.5840000		Dan Tam gains Mage's Ballad from Blue Fever
00:03:51.5840000		Yoo Rose gains Mage's Ballad from Blue Fever
00:03:51.5840000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:03:51.5840000		Dengue Fever gains Mage's Ballad from Blue Fever
00:03:51.5840000		Demi-Bahamut gains Mage's Ballad from Blue Fever
00:03:51.5840000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:03:51.5840000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:03:51.5840000		Run Escape gains Mage's Ballad from Blue Fever
00:03:51.7170000		Blue Fever prepares Burst Shot on Ramuh 17704 (CRITICAL)
00:03:51.7610000		Ifrit-Egi prepares Burning Strike on Ramuh 6870 (CRITICAL)
00:03:51.8050000		Blue Fever prepares Shot on Ramuh 4412
00:03:51.8500000		Yujin Ahn Fell Cleave Ramuh 37473
00:03:51.8500000		Dan Tam gains Sacred Soil from Aihyooni Yoomi
00:03:51.8500000		Yoo Rose gains Sacred Soil from Aihyooni Yoomi
00:03:51.8500000		Yujin Ahn gains Sacred Soil from Aihyooni Yoomi
00:03:51.8500000		Run Escape gains Sacred Soil from Aihyooni Yoomi
00:03:51.9380000		Ramuh gains Fury's Bolt from 
00:03:51.9380000		Dan Tam prepares Gust Slash on Ramuh 9760
00:03:51.9830000		Minju Rose prepares Circle Of Scorn on Ramuh 3321
00:03:51.9830000		Yoo Rose prepares Ruin IV on Ramuh 18812
00:03:51.9830000		Yoo Rose gains Further Ruin from Yoo Rose
00:03:52.0710000		Minju Rose Holy Spirit Ramuh 14167
00:03:52.0710000		Demi-Bahamut prepares Wyrmwave on Ramuh 7537
00:03:52.1150000		Dengue Fever Glare Ramuh 32235
00:03:52.1150000		Aihyooni Yoomi prepares Broil III on Ramuh 23134 (CRITICAL)
00:03:52.2470000		Blue Fever Bloodletter Ramuh 7224
00:03:52.3360000		Dan Tam Gust Slash Ramuh 9760
00:03:52.3810000		Yujin Ahn prepares Attack on Ramuh 8698 (CRITICAL)
00:03:52.3810000		Run Escape prepares Ruin III on Ramuh 10020
00:03:52.3810000		The limit break guage has been updated to 13260. 3 bars are available.
00:03:52.4250000		Ramuh gains Fury's Bolt from 
00:03:52.5130000		Dan Tam prepares Attack on Ramuh 2826
00:03:52.5580000		Blue Fever Shot Ramuh 4412
00:03:52.5580000		Ifrit-Egi Burning Strike Ramuh 6870
00:03:52.6910000		Yoo Rose prepares Enkindle Bahamut on Ramuh 
00:03:52.7790000		Yoo Rose Ruin IV Ramuh 18812
00:03:52.9120000		Yujin Ahn Attack Ramuh 8698
00:03:52.9120000		Aihyooni Yoomi Broil III Ramuh 23134
00:03:52.9120000		Ramuh gains Fury's Bolt from 
00:03:52.9580000		Minju Rose prepares Attack on Ramuh 3698 (CRITICAL)
00:03:53.0020000		Minju Rose Circle Of Scorn Ramuh 3321
00:03:53.0020000		Ramuh gains Circle Of Scorn from Minju Rose
00:03:53.0460000		Dan Tam Attack Ramuh 2826
00:03:53.0460000		Blue Fever prepares Bloodletter on Ramuh 10794 (CRITICAL)
00:03:53.1350000		Demi-Bahamut Wyrmwave Ramuh 7537
00:03:53.1790000		Blue Fever Burst Shot Ramuh 17704
00:03:53.1790000		Run Escape Ruin III Ramuh 10020
00:03:53.3120000		Demi-Bahamut gains Summon Order III from Ramuh
00:03:53.3560000		Demi-Bahamut prepares Akh Morn on Ramuh 42298 (DIRECT HIT)
00:03:53.4450000		Ramuh gains Fury's Bolt from 
00:03:53.4890000		Minju Rose Attack Ramuh 3698
00:03:53.5340000		Yujin Ahn prepares Fell Cleave on Ramuh 34664 (CRITICAL)
00:03:53.8450000		Minju Rose prepares Confiteor on Ramuh 31212
00:03:53.9330000		Ramuh gains Fury's Bolt from 
00:03:54.0220000		Dan Tam prepares Ten on Dan Tam 
00:03:54.0220000		Dan Tam gains Mudra from Dan Tam
00:03:54.2010000		Yujin Ahn Fell Cleave Ramuh 34664
00:03:54.2010000		Blue Fever prepares Burst Shot on Ramuh 11034
00:03:54.2010000		Blue Fever gains Straight Shot Ready from Blue Fever
00:03:54.2450000		Demi-Bahamut Akh Morn Ramuh 42298
00:03:54.4220000		Ramuh gains Fury's Bolt from 
00:03:54.4670000		Minju Rose Confiteor Ramuh 31212
00:03:54.5110000		Dan Tam prepares Chi on Dan Tam 
00:03:54.5110000		Dan Tam gains Mudra from Dan Tam
00:03:54.5550000		Minju Rose gains Mage's Ballad from Blue Fever
00:03:54.5550000		Dan Tam gains Mage's Ballad from Blue Fever
00:03:54.5550000		Yoo Rose gains Mage's Ballad from Blue Fever
00:03:54.5550000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:03:54.5550000		Dengue Fever gains Mage's Ballad from Blue Fever
00:03:54.5550000		Demi-Bahamut gains Mage's Ballad from Blue Fever
00:03:54.5550000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:03:54.5550000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:03:54.5550000		Run Escape gains Mage's Ballad from Blue Fever
00:03:54.6440000		Blue Fever Bloodletter Ramuh 10794
00:03:54.6880000		Aihyooni Yoomi prepares Broil III on Ramuh 14016
00:03:54.7330000		Dan Tam prepares Attack on Ramuh 3483 (DIRECT HIT)
00:03:54.8650000		Blue Fever prepares Shot on Ramuh 6316 (CRITICAL)
00:03:54.9090000		Ramuh gains Fury's Bolt from 
00:03:54.9980000		Ifrit-Egi prepares Burning Strike on Ramuh 4974 (DIRECT HIT)
00:03:54.9980000		Run Escape prepares Ruin III on Ramuh 13505 (DIRECT HIT)
00:03:55.0420000		Dan Tam prepares Jin on Dan Tam 
00:03:55.0420000		Dan Tam gains Mudra from Dan Tam
00:03:55.2190000		Minju Rose prepares Attack on Ramuh 2316
00:03:55.2190000		Dengue Fever prepares Glare on Ramuh 20363
00:03:55.2630000		Dan Tam Attack Ramuh 3483
00:03:55.3980000		The limit break guage has been updated to 13430. 3 bars are available.
00:03:55.4420000		Ramuh gains Fury's Bolt from 
00:03:55.4860000		Aihyooni Yoomi Broil III Ramuh 14016
00:03:55.5310000		Dan Tam prepares Suiton on Ramuh 17444
00:03:55.5310000		Dan Tam gains Suiton from Dan Tam
00:03:55.6190000		Blue Fever Shot Ramuh 6316
00:03:55.6630000		Blue Fever Burst Shot Ramuh 11034
00:03:55.7520000		Minju Rose Attack Ramuh 2316
00:03:55.7520000		Yujin Ahn prepares Attack on Ramuh 7830 (CRITICAL)
00:03:55.7960000		Ifrit-Egi Burning Strike Ramuh 4974
00:03:55.7960000		Run Escape Ruin III Ramuh 13505
00:03:55.8850000		Yujin Ahn prepares Fell Cleave on Ramuh 37585 (CRITICAL)
00:03:55.9290000		Ramuh gains Fury's Bolt from 
00:03:56.2840000		Yujin Ahn Attack Ramuh 7830
00:03:56.2840000		Yoo Rose prepares Ruin III on Ramuh 12686
00:03:56.3290000		Demi-Bahamut prepares Wyrmwave on Ramuh 7329
00:03:56.3730000		Minju Rose prepares Fast Blade on Ramuh 5471
00:03:56.4170000		Ramuh gains Fury's Bolt from 
00:03:56.5060000		Dan Tam Suiton Ramuh 17444
00:03:56.5490000		Dengue Fever Glare Ramuh 20363
00:03:56.5490000		Yujin Ahn Fell Cleave Ramuh 37585
00:03:56.6830000		Blue Fever prepares Refulgent Arrow on Ramuh 18652 (DIRECT HIT)
00:03:56.9490000		Ramuh gains Fury's Bolt from 
00:03:56.9490000		Dan Tam prepares Attack on Ramuh 2940
00:03:56.9930000		Minju Rose Fast Blade Ramuh 5471
00:03:57.0380000		Dan Tam prepares Aeolian Edge on Ramuh 14244
00:03:57.0820000		Yoo Rose Ruin III Ramuh 12686
00:03:57.3030000		Aihyooni Yoomi prepares Broil III on Ramuh 14043
00:03:57.3930000		Demi-Bahamut Wyrmwave Ramuh 7329
00:03:57.3930000		Blue Fever prepares Bloodletter on Ramuh 9245 (DIRECT HIT)
00:03:57.4370000		Ramuh gains Fury's Bolt from 
00:03:57.4820000		Dan Tam Attack Ramuh 2940
00:03:57.4820000		Minju Rose prepares Attack on Ramuh 2733 (DIRECT HIT)
00:03:57.5700000		Dan Tam Aeolian Edge Ramuh 14244
00:03:57.5700000		Minju Rose gains Mage's Ballad from Blue Fever
00:03:57.5700000		Dan Tam gains Mage's Ballad from Blue Fever
00:03:57.5700000		Yoo Rose gains Mage's Ballad from Blue Fever
00:03:57.5700000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:03:57.5700000		Dengue Fever gains Mage's Ballad from Blue Fever
00:03:57.5700000		Demi-Bahamut gains Mage's Ballad from Blue Fever
00:03:57.5700000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:03:57.5700000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:03:57.5700000		Run Escape gains Mage's Ballad from Blue Fever
00:03:57.6590000		Run Escape prepares Ruin III on Ramuh 12668 (DIRECT HIT)
00:03:57.9240000		Ramuh gains Fury's Bolt from 
00:03:57.9240000		Blue Fever prepares Shot on Ramuh 4077
00:03:58.0130000		Minju Rose Attack Ramuh 2733
00:03:58.1020000		Aihyooni Yoomi Broil III Ramuh 14043
00:03:58.1490000		Blue Fever Refulgent Arrow Ramuh 18652
00:03:58.2380000		Ifrit-Egi prepares Burning Strike on Ramuh 5110 (DIRECT HIT)
00:03:58.2380000		Yujin Ahn prepares Fell Cleave on Ramuh 17422
00:03:58.2800000		Dengue Fever prepares Glare on Ramuh 20284
00:03:58.4140000		The limit break guage has been updated to 13600. 3 bars are available.
00:03:58.4600000		Run Escape Ruin III Ramuh 12668
00:03:58.6790000		Blue Fever Shot Ramuh 4077
00:03:58.7680000		Minju Rose prepares Riot Blade on Ramuh 8250
00:03:58.9010000		Yujin Ahn Fell Cleave Ramuh 17422
00:03:58.9450000		Yoo Rose prepares Ruin III on Ramuh 16579 (DIRECT HIT)
00:03:58.9900000		Blue Fever Bloodletter Ramuh 9245
00:03:58.9900000		Demi-Bahamut prepares Wyrmwave on Ramuh 7342
00:03:59.0340000		Ifrit-Egi Burning Strike Ramuh 5110
00:03:59.1230000		Dan Tam prepares Spinning Edge on Ramuh 6810
00:03:59.1230000		Yujin Ahn prepares Attack on Ramuh 3900
00:03:59.1680000		Blue Fever prepares Burst Shot on Ramuh 11299
00:03:59.1680000		Dan Tam prepares Attack on Ramuh 2889
00:03:59.5230000		Minju Rose Riot Blade Ramuh 8250
00:03:59.5230000		Dan Tam Spinning Edge Ramuh 6810
00:03:59.6110000		Dengue Fever Glare Ramuh 20284
00:03:59.6550000		Yujin Ahn Attack Ramuh 3900
00:03:59.6990000		Dan Tam Attack Ramuh 2889
00:03:59.7440000		Yoo Rose Ruin III Ramuh 16579
00:03:59.7440000		Minju Rose prepares Attack on Ramuh 2337
00:03:59.7880000		Dan Tam prepares Bhavacakra on Ramuh 11447 (DIRECT HIT)
00:03:59.8330000		Blue Fever prepares Bloodletter on Ramuh 13385 (CRITICAL)
00:04:00.0550000		Demi-Bahamut Wyrmwave Ramuh 7342
00:04:00.2320000		Run Escape prepares Ruin III on Ramuh 10901
00:04:00.2760000		Minju Rose Attack Ramuh 2337
00:04:00.3210000		Yujin Ahn gains Surge Protection from 
00:04:00.4090000		Aihyooni Yoomi prepares Broil III on Ramuh 14250
00:04:00.4540000		Dan Tam Bhavacakra Ramuh 11447
00:04:00.5870000		Yujin Ahn prepares Infuriate on Yujin Ahn 
00:04:00.5870000		Ramuh prepares Unknown_4Bc9 on Minju Rose 26630
00:04:00.5870000		Minju Rose gains Mage's Ballad from Blue Fever
00:04:00.5870000		Dan Tam gains Mage's Ballad from Blue Fever
00:04:00.5870000		Yoo Rose gains Mage's Ballad from Blue Fever
00:04:00.5870000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:04:00.5870000		Dengue Fever gains Mage's Ballad from Blue Fever
00:04:00.5870000		Demi-Bahamut gains Mage's Ballad from Blue Fever
00:04:00.5870000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:04:00.5870000		Yujin Ahn gains Nascent Chaos from Yujin Ahn
00:04:00.5870000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:04:00.5870000		Run Escape gains Mage's Ballad from Blue Fever
00:04:00.6310000		Blue Fever Burst Shot Ramuh 11299
00:04:00.9870000		Blue Fever prepares Shot on Ramuh 4045
00:04:01.0310000		Run Escape Ruin III Ramuh 10901
00:04:01.1200000		Dengue Fever prepares Glare on Ramuh 20591
00:04:01.1640000		Minju Rose prepares Goring Blade on Ramuh 10959
00:04:01.2080000		Aihyooni Yoomi Broil III Ramuh 14250
00:04:01.2530000		Dan Tam prepares Gust Slash on Ramuh 13132
