-00:00:01.8170000		Run Escape casts Ruin III on Ramuh
00:03:13.0180000		Minju Rose Atonement Ramuh 20039
00:03:13.0180000		Yujin Ahn Attack Ramuh 6615
00:03:13.1060000		Run Escape prepares Brand Of Purgatory on Ramuh 32567 (DIRECT HIT)
00:03:13.1510000		Demi-Phoenix prepares Scarlet Flame on Ramuh 8771
00:03:13.3280000		Dan Tam Dream Within A Dream Ramuh 10042
00:03:13.3280000		Ruby Carbuncle Flaming Crush Ramuh 17116
00:03:13.3280000		Yoo Rose gains Further Ruin from Yoo Rose
00:03:13.3730000		Dan Tam prepares Chi on Dan Tam 
00:03:13.3730000		Dengue Fever prepares Glare on Ramuh 35737 (CRITICAL)
00:03:13.3730000		Dan Tam gains Mudra from Dan Tam
00:03:13.4610000		Dan Tam Dream Within A Dream Ramuh 8484
00:03:13.5060000		Blue Fever gains Asylum from Dengue Fever
00:03:13.5060000		Minju Rose gains Asylum from Dengue Fever
00:03:13.5060000		Dan Tam gains Asylum from Dengue Fever
00:03:13.5060000		Yoo Rose gains Asylum from Dengue Fever
00:03:13.5060000		Dengue Fever gains Asylum from Dengue Fever
00:03:13.5060000		Yujin Ahn gains Asylum from Dengue Fever
00:03:13.5060000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:03:13.5060000		Run Escape gains Asylum from Dengue Fever
00:03:13.5510000		Ramuh Unknown_4Bc9 Minju Rose 21401
00:03:13.5950000		Dan Tam Dream Within A Dream Ramuh 10080
00:03:13.5950000		Minju Rose gains Army's Paeon from Blue Fever
00:03:13.5950000		Dan Tam gains Army's Paeon from Blue Fever
00:03:13.5950000		Yoo Rose gains Army's Paeon from Blue Fever
00:03:13.5950000		Dengue Fever gains Army's Paeon from Blue Fever
00:03:13.5950000		Yujin Ahn gains Army's Paeon from Blue Fever
00:03:13.5950000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:03:13.5950000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:03:13.5950000		Ruby Carbuncle gains Army's Paeon from Blue Fever
00:03:13.5950000		Eos gains Army's Paeon from Blue Fever
00:03:13.5950000		Run Escape gains Army's Paeon from Blue Fever
00:03:13.6390000		Dan Tam prepares Attack on Ramuh 4044
00:03:13.8170000		Ruby Carbuncle prepares Burning Strike on Ramuh 4279
00:03:13.8170000		Yujin Ahn prepares Fell Cleave on Ramuh 20420
00:03:13.8620000		Blue Fever Burst Shot Ramuh 17788
00:03:13.8620000		Dan Tam prepares Jin on Dan Tam 
00:03:13.8620000		Aihyooni Yoomi prepares Broil III on Ramuh 20734
00:03:13.8620000		Dan Tam gains Mudra from Dan Tam
00:03:13.9060000		Run Escape Brand Of Purgatory Ramuh 32567
00:03:13.9510000		Blue Fever gains Army's Ethos from Blue Fever
00:03:14.1290000		Minju Rose prepares Atonement on Ramuh 19858
00:03:14.1290000		Minju Rose gains Sword Oath from Minju Rose
00:03:14.1290000		Minju Rose gains Fey Union from Eos
00:03:14.1730000		Dan Tam Attack Ramuh 4044
00:03:14.2170000		Demi-Phoenix Scarlet Flame Ramuh 8771
00:03:14.3950000		Dan Tam prepares Hyosho Ranryu on Ramuh 64876
00:03:14.4840000		Yujin Ahn Fell Cleave Ramuh 20420
00:03:14.6170000		Ruby Carbuncle Burning Strike Ramuh 4279
00:03:14.6610000		Dengue Fever Glare Ramuh 35737
00:03:14.6610000		Aihyooni Yoomi Broil III Ramuh 20734
00:03:14.7060000		Blue Fever prepares Apex Arrow on Ramuh 31063
00:03:14.7060000		Minju Rose prepares Attack on Ramuh 4803 (CRITICAL)
00:03:14.8390000		Minju Rose prepares Spirits Within on Ramuh 12007
00:03:14.9290000		Blue Fever prepares Shot on Ramuh 4144
00:03:14.9740000		Raiden prepares Unknown_4E61 on Yujin Ahn 500
00:03:15.0180000		Dan Tam Hyosho Ranryu Ramuh 64876
00:03:15.0630000		Dan Tam prepares Assassinate on Ramuh 17010 (CRITICAL)
00:03:15.2410000		Minju Rose Attack Ramuh 4803
00:03:15.4190000		Minju Rose Atonement Ramuh 19858
00:03:15.5090000		Blue Fever gains Army's Muse from Blue Fever
00:03:15.5090000		Blue Fever prepares The Wanderer's Minuet on Ramuh 4125
00:03:15.5090000		Dengue Fever prepares Glare on Ramuh 22768
00:03:15.5090000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Eos gains The Wanderer's Minuet from Blue Fever
00:03:15.5090000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:03:15.5980000		Run Escape prepares Fountain Of Fire on Ramuh 22085 (DIRECT HIT)
00:03:15.5980000		Run Escape gains Hellish Conduit from Run Escape
00:03:15.6420000		Demi-Phoenix prepares Scarlet Flame on Ramuh 11040 (DIRECT HIT)
00:03:15.6870000		Blue Fever Shot Ramuh 4144
00:03:15.6870000		Yujin Ahn prepares Infuriate on Yujin Ahn 
00:03:15.6870000		Yujin Ahn gains Nascent Chaos from Yujin Ahn
00:03:15.7310000		Minju Rose Spirits Within Ramuh 12007
00:03:15.7310000		Minju Rose prepares Rampart on Minju Rose 
00:03:15.7750000		Blue Fever Apex Arrow Ramuh 31063
00:03:15.8210000		Dan Tam prepares Attack on Ramuh 4688 (DIRECT HIT)
00:03:15.8210000		The limit break guage has been updated to 11220. 3 bars are available.
00:03:15.8640000		Dan Tam Assassinate Ramuh 17010
00:03:15.8650000		Yoo Rose prepares Miasma III on Ramuh 3169
00:03:15.8650000		Yujin Ahn prepares Attack on Ramuh 4562
00:03:15.9540000		Dan Tam prepares Ten on Dan Tam 
00:03:15.9540000		Dan Tam gains Mudra from Dan Tam
00:03:15.9990000		Raiden Unknown_4E61 Yujin Ahn 500
00:03:16.1320000		Blue Fever The Wanderer's Minuet Ramuh 4125
00:03:16.3100000		Blue Fever prepares Bloodletter on Ramuh 7404
00:03:16.3550000		Minju Rose gains Rampart from Minju Rose
00:03:16.3550000		Dan Tam Attack Ramuh 4688
00:03:16.3990000		Yujin Ahn Attack Ramuh 4562
00:03:16.3990000		Minju Rose prepares Sentinel on Minju Rose 
00:03:16.3990000		Yujin Ahn prepares Inner Chaos on Ramuh 58455 (CRITICAL)
00:03:16.4440000		Dan Tam prepares Chi on Dan Tam 
00:03:16.4440000		Yoo Rose prepares Bio III on Ramuh +1214 (CRITICAL)
00:03:16.4440000		Aihyooni Yoomi prepares Broil III on Ramuh 19337
00:03:16.4440000		Run Escape prepares Fester on Ramuh 22525
00:03:16.4440000		Dan Tam gains Mudra from Dan Tam
00:03:16.4440000		Ramuh gains Bio III from Yoo Rose
00:03:16.4890000		Yoo Rose Miasma III Ramuh 3169
00:03:16.4890000		Ramuh gains Miasma III from Yoo Rose
00:03:16.4890000		Blue Fever gains Asylum from Dengue Fever
00:03:16.4890000		Minju Rose gains Asylum from Dengue Fever
00:03:16.4890000		Minju Rose gains Fey Union from Eos
00:03:16.4890000		Dan Tam gains Asylum from Dengue Fever
00:03:16.4890000		Yoo Rose gains Asylum from Dengue Fever
00:03:16.4890000		Dengue Fever gains Asylum from Dengue Fever
00:03:16.4890000		Yujin Ahn gains Asylum from Dengue Fever
00:03:16.4890000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:03:16.4890000		Run Escape gains Asylum from Dengue Fever
00:03:16.6660000		Demi-Phoenix Scarlet Flame Ramuh 11040
00:03:16.6660000		Run Escape Fountain Of Fire Ramuh 22085
00:03:16.8000000		Dengue Fever Glare Ramuh 22768
00:03:16.9340000		Minju Rose gains Sentinel from Minju Rose
00:03:16.9790000		Minju Rose prepares Attack on Ramuh 3060
00:03:16.9790000		Dan Tam prepares Raiton on Ramuh 63925 (CRITICAL)
00:03:17.0670000		Ruby Carbuncle prepares Burning Strike on Ramuh 4527
00:03:17.0670000		Aihyooni Yoomi prepares Ruin II on Ramuh 27507 (CRITICAL)
00:03:17.1120000		Minju Rose prepares Atonement on Ramuh 26118 (DIRECT HIT)
00:03:17.1570000		Blue Fever prepares Burst Shot on Ramuh 10908
00:03:17.2010000		Run Escape prepares Enkindle Phoenix on Ramuh 
00:03:17.2460000		Aihyooni Yoomi Broil III Ramuh 19337
00:03:17.3350000		Yujin Ahn Inner Chaos Ramuh 58455
00:03:17.3790000		Run Escape Fester Ramuh 22525
00:03:17.5130000		Minju Rose Attack Ramuh 3060
00:03:17.6480000		Blue Fever prepares Shot on Ramuh 5282 (DIRECT HIT)
00:03:17.6480000		Dan Tam prepares Bunshin on Dan Tam 
00:03:17.6480000		Dengue Fever prepares Glare on Ramuh 27242 (DIRECT HIT)
00:03:17.6480000		Dan Tam gains Bunshin from Dan Tam
00:03:17.6920000		Dan Tam Raiton Ramuh 63925
00:03:17.7810000		Minju Rose prepares Sheltron on Minju Rose 1856
00:03:17.7810000		Minju Rose gains Sheltron from Minju Rose
00:03:17.8260000		Demi-Phoenix gains Summon Order III from Ramuh
00:03:17.8700000		Ruby Carbuncle Burning Strike Ramuh 4527
00:03:17.8700000		Demi-Phoenix prepares Revelation on Ramuh 47930 (DIRECT HIT)
00:03:17.9140000		Blue Fever Bloodletter Ramuh 7404
00:03:18.0040000		Aihyooni Yoomi Ruin II Ramuh 27507
00:03:18.0040000		Dan Tam prepares Attack on Ramuh 6163 (CRITICAL)
00:03:18.0040000		Raiden prepares Unknown_4E61 on Yujin Ahn 9039
00:03:18.0930000		Run Escape prepares Brand Of Purgatory on Ramuh 51819 (CRITICAL)
00:03:18.2710000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:03:18.2710000		Aihyooni Yoomi prepares Excogitation on Minju Rose 
00:03:18.4060000		Blue Fever Shot Ramuh 5282
00:03:18.4060000		Minju Rose Atonement Ramuh 26118
00:03:18.4510000		Dan Tam prepares Aeolian Edge on Ramuh 37369 (CRITICAL)
00:03:18.4510000		Dan Tam gains Bunshin from Dan Tam
00:03:18.5400000		Dan Tam Attack Ramuh 6163
00:03:18.5400000		Bunshin prepares Aeolian Edge on Ramuh 14593 (CRITICAL)
00:03:18.6290000		Blue Fever Burst Shot Ramuh 10908
00:03:18.6290000		Ramuh prepares Crippling Blow on Minju Rose 
00:03:18.8530000		The limit break guage has been updated to 11390. 3 bars are available.
00:03:18.8970000		Demi-Phoenix Revelation Ramuh 47930
00:03:18.8970000		Run Escape Brand Of Purgatory Ramuh 51819
00:03:18.8970000		Minju Rose gains Fey Union from Eos
00:03:18.9410000		Dengue Fever Glare Ramuh 27242
00:03:18.9860000		Dan Tam Aeolian Edge Ramuh 37369
00:03:19.0310000		Raiden Unknown_4E61 Yujin Ahn 9039
00:03:19.0750000		Minju Rose gains Excogitation from Aihyooni Yoomi
00:03:19.0750000		Bunshin Aeolian Edge Ramuh 14593
00:03:19.1640000		Bunshin gains Well Fed from Dan Tam
00:03:19.1640000		Bunshin gains Battle Voice from Blue Fever
00:03:19.1640000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:03:19.2090000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:03:19.2090000		Yujin Ahn gains Inner Release from Yujin Ahn
00:03:19.2530000		Minju Rose prepares Attack on Ramuh 4858 (CRITICAL)
00:03:19.2530000		Yujin Ahn prepares Attack on Ramuh 8444 (CRITICAL)
00:03:19.3420000		Blue Fever prepares Burst Shot on Ramuh 11545
00:03:19.3420000		Blue Fever gains Straight Shot Ready from Blue Fever
00:03:19.4310000		Ramuh Crippling Blow Minju Rose 60364
00:03:19.5210000		Minju Rose prepares Fast Blade on Ramuh 6696
00:03:19.5210000		Blue Fever gains Asylum from Dengue Fever
00:03:19.5210000		Minju Rose gains Asylum from Dengue Fever
00:03:19.5210000		Dan Tam gains Asylum from Dengue Fever
00:03:19.5210000		Yoo Rose gains Asylum from Dengue Fever
00:03:19.5210000		Dengue Fever gains Asylum from Dengue Fever
00:03:19.5210000		Yujin Ahn gains Asylum from Dengue Fever
00:03:19.5210000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:03:19.5210000		Run Escape gains Asylum from Dengue Fever
00:03:19.6100000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Eos gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:03:19.6100000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:03:19.7420000		Dengue Fever prepares Glare on Ramuh 20147
00:03:19.7870000		Minju Rose Attack Ramuh 4858
00:03:19.7870000		Yujin Ahn Attack Ramuh 8444
00:03:19.8760000		Demi-Phoenix prepares Scarlet Flame on Ramuh 13605 (CRITICAL)
00:03:19.9210000		Yujin Ahn prepares Fell Cleave on Ramuh 37387 (CRITICAL)
00:03:20.1430000		Minju Rose Fast Blade Ramuh 6696
00:03:20.1880000		Dan Tam prepares Attack on Ramuh 7489 (CRITICAL)
00:03:20.3210000		Ruby Carbuncle prepares Burning Strike on Ramuh 4293
00:03:20.3670000		Blue Fever prepares Shot on Ramuh 4128
00:03:20.5450000		Yujin Ahn Fell Cleave Ramuh 37387
00:03:20.5450000		Dan Tam prepares Ten on Dan Tam 
00:03:20.5450000		Dan Tam gains Mudra from Dan Tam
00:03:20.5900000		Yujin Ahn prepares Onslaught on Ramuh 6410 (CRITICAL)
00:03:20.5900000		Run Escape prepares Fountain Of Fire on Ramuh 16522
00:03:20.5900000		Run Escape gains Hellish Conduit from Run Escape
00:03:20.7240000		Dan Tam Attack Ramuh 7489
00:03:20.8130000		Blue Fever Burst Shot Ramuh 11545
00:03:20.8130000		Yoo Rose prepares Ruin III on Ramuh 17161 (DIRECT HIT)
00:03:20.8130000		Ramuh prepares Unknown_4Bc9 on Minju Rose +12647 (CRITICAL)
00:03:20.9020000		Demi-Phoenix Scarlet Flame Ramuh 13605
00:03:21.0360000		Dengue Fever Glare Ramuh 20147
00:03:21.0360000		Raiden prepares Unknown_4E61 on Yujin Ahn 9335
00:03:21.0810000		Dan Tam prepares Chi on Dan Tam 
00:03:21.0810000		Dan Tam gains Mudra from Dan Tam
00:03:21.1250000		Blue Fever Shot Ramuh 4128
00:03:21.1250000		Ruby Carbuncle Burning Strike Ramuh 4293
00:03:21.2140000		Yujin Ahn Onslaught Ramuh 6410
00:03:21.3910000		Demi-Phoenix prepares Scarlet Flame on Ramuh 8475
00:03:21.5250000		Blue Fever prepares Refulgent Arrow on Ramuh 26665 (CRITICAL)
00:03:21.5250000		Minju Rose prepares Attack on Ramuh 6150 (CRITICAL)
00:03:21.5250000		Aihyooni Yoomi prepares Broil III on Ramuh 19517
00:03:21.5690000		Dan Tam prepares Raiton on Ramuh 30818
00:03:21.6130000		Yoo Rose Ruin III Ramuh 17161
00:03:21.6130000		Ramuh Unknown_4Bc9 Minju Rose 12647
00:03:21.6580000		Run Escape Fountain Of Fire Ramuh 16522
00:03:21.8370000		The limit break guage has been updated to 11560. 3 bars are available.
00:03:21.8810000		Minju Rose prepares Riot Blade on Ramuh 17147 (CRITICAL)
00:03:21.8810000		Dengue Fever prepares Glare on Ramuh 21063
00:03:22.0590000		Minju Rose Attack Ramuh 6150
00:03:22.0590000		Raiden Unknown_4E61 Yujin Ahn 9335
00:03:22.1480000		Aihyooni Yoomi prepares Ruin II on Ramuh 27282 (CRITICAL)
00:03:22.2370000		Yujin Ahn prepares Fell Cleave on Ramuh 37459 (CRITICAL)
00:03:22.2810000		Dan Tam Raiton Ramuh 30818
00:03:22.3260000		Aihyooni Yoomi Broil III Ramuh 19517
00:03:22.3700000		Dan Tam prepares Attack on Ramuh 7651 (CRITICAL)
00:03:22.4140000		Demi-Phoenix Scarlet Flame Ramuh 8475
00:03:22.5040000		Blue Fever gains Asylum from Dengue Fever
00:03:22.5040000		Minju Rose gains Asylum from Dengue Fever
00:03:22.5040000		Minju Rose gains Fey Union from Eos
00:03:22.5040000		Dan Tam gains Asylum from Dengue Fever
00:03:22.5040000		Yoo Rose gains Asylum from Dengue Fever
00:03:22.5040000		Dengue Fever gains Asylum from Dengue Fever
00:03:22.5040000		Yujin Ahn gains Asylum from Dengue Fever
00:03:22.5040000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:03:22.5040000		Run Escape gains Asylum from Dengue Fever
00:03:22.5930000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Eos gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:03:22.5930000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:03:22.6380000		Minju Rose Riot Blade Ramuh 17147
00:03:22.6380000		Yujin Ahn prepares Attack on Ramuh 8397 (CRITICAL)
00:03:22.8600000		Yujin Ahn Fell Cleave Ramuh 37459
00:03:22.9040000		Dan Tam Attack Ramuh 7651
00:03:22.9040000		Yujin Ahn prepares Upheaval on Ramuh 27863 (CRITICAL)
00:03:22.9490000		Aihyooni Yoomi prepares Energy Drain on Ramuh 10172
00:03:22.9930000		Blue Fever Refulgent Arrow Ramuh 26665
00:03:23.0380000		Blue Fever prepares Pitch Perfect on Ramuh 21722
00:03:23.0820000		Aihyooni Yoomi Ruin II Ramuh 27282
00:03:23.0820000		Blue Fever prepares Shot on Ramuh 4194
00:03:23.0820000		Dan Tam prepares Spinning Edge on Ramuh 8726
00:03:23.0820000		Dan Tam gains Bunshin from Dan Tam
00:03:23.1270000		Run Escape prepares Brand Of Purgatory on Ramuh 40035 (CRITICAL)
00:03:23.1710000		Dengue Fever Glare Ramuh 21063
00:03:23.1710000		Yujin Ahn Attack Ramuh 8397
00:03:23.1710000		Demi-Phoenix prepares Scarlet Flame on Ramuh 7913
00:03:23.1710000		Bunshin prepares Spinning Edge on Ramuh 11747 (CRITICAL)
00:03:23.4820000		Dan Tam Spinning Edge Ramuh 8726
00:03:23.5270000		Yujin Ahn Upheaval Ramuh 27863
00:03:23.5720000		Bunshin Spinning Edge Ramuh 11747
00:03:23.5720000		Ruby Carbuncle prepares Burning Strike on Ramuh 5119 (DIRECT HIT)
00:03:23.7940000		Minju Rose prepares Attack on Ramuh 2835
00:03:23.7940000		Yoo Rose prepares Ruin III on Ramuh 25268 (CRITICAL)
00:03:23.8380000		Blue Fever Pitch Perfect Ramuh 21722
00:03:23.8380000		Blue Fever Shot Ramuh 4194
00:03:23.8380000		Ramuh prepares Unknown_4Bc9 on Minju Rose +12169 (CRITICAL)
00:03:23.9270000		Run Escape Brand Of Purgatory Ramuh 40035
00:03:23.9720000		Aihyooni Yoomi Energy Drain Ramuh 10172
00:03:23.9720000		Aihyooni Yoomi gains Dissipation from Aihyooni Yoomi
00:03:23.9720000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:03:23.9720000		Aihyooni Yoomi prepares Dissipation on Aihyooni Yoomi 
00:03:24.0610000		Raiden prepares Unknown_4E61 on Yujin Ahn 9397
00:03:24.1490000		Blue Fever prepares Iron Jaws on Ramuh 8100 (CRITICAL)
00:03:24.2380000		Demi-Phoenix Scarlet Flame Ramuh 7913
00:03:24.3270000		Minju Rose Attack Ramuh 2835
00:03:24.3270000		Minju Rose prepares Goring Blade on Ramuh 16674 (DIRECT HIT)
00:03:24.3710000		Ruby Carbuncle Burning Strike Ramuh 5119
00:03:24.4160000		Yoo Rose prepares Ruin IV on Ramuh 19038
00:03:24.4160000		Yoo Rose gains Further Ruin from Yoo Rose
00:03:24.5050000		Dengue Fever prepares Glare on Ramuh 21687
00:03:24.5490000		Dan Tam prepares Attack on Ramuh 3778
00:03:24.5930000		Yoo Rose Ruin III Ramuh 25268
00:03:24.6380000		Ramuh Unknown_4Bc9 Minju Rose 12169
00:03:24.6380000		Run Escape prepares Tri-Disaster on Ramuh 34363 (CRITICAL)
00:03:24.6380000		Ramuh gains Bio III from Run Escape
00:03:24.6380000		Ramuh gains Miasma III from Run Escape
00:03:24.6830000		Aihyooni Yoomi prepares Ruin II on Ramuh 17187 (DIRECT HIT)
00:03:24.7270000		Yujin Ahn prepares Fell Cleave on Ramuh 37087 (CRITICAL)
00:03:24.8160000		Blue Fever Iron Jaws Ramuh 8100
00:03:24.8160000		Ramuh gains Stormbite from Blue Fever
00:03:24.8160000		Ramuh gains Caustic Bite from Blue Fever
00:03:24.8160000		The limit break guage has been updated to 11730. 3 bars are available.
00:03:24.8600000		Minju Rose Goring Blade Ramuh 16674
00:03:24.8600000		Ramuh gains Goring Blade from Minju Rose
00:03:24.8600000		Blue Fever prepares Empyreal Arrow on Ramuh 10908
00:03:25.0810000		Dan Tam Attack Ramuh 3778
00:03:25.0810000		Raiden Unknown_4E61 Yujin Ahn 9397
00:03:25.1260000		Yoo Rose gains Aetherflow from Yoo Rose
00:03:25.1260000		Yoo Rose prepares Energy Drain on Ramuh 13259 (CRITICAL)
00:03:25.1710000		Dan Tam prepares Gust Slash on Ramuh 15524 (DIRECT HIT)
00:03:25.1710000		Dengue Fever prepares Dia on Ramuh 8179
00:03:25.1710000		Dan Tam gains Bunshin from Dan Tam
00:03:25.2140000		Yoo Rose Ruin IV Ramuh 19038
00:03:25.2590000		Bunshin prepares Gust Slash on Ramuh 9477 (DIRECT HIT)
00:03:25.3920000		Yujin Ahn Fell Cleave Ramuh 37087
00:03:25.4370000		Run Escape Tri-Disaster Ramuh 34363
00:03:25.4810000		Blue Fever gains Asylum from Dengue Fever
00:03:25.4810000		Minju Rose gains Asylum from Dengue Fever
00:03:25.4810000		Dan Tam gains Asylum from Dengue Fever
00:03:25.4810000		Yoo Rose gains Asylum from Dengue Fever
00:03:25.4810000		Dengue Fever gains Asylum from Dengue Fever
00:03:25.4810000		Yujin Ahn gains Asylum from Dengue Fever
00:03:25.4810000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:03:25.4810000		Run Escape gains Asylum from Dengue Fever
00:03:25.5700000		Dan Tam Gust Slash Ramuh 15524
00:03:25.5700000		Ifrit-Egi prepares Burning Strike on Ramuh 8998 (CRITICAL)
00:03:25.6140000		Aihyooni Yoomi Ruin II Ramuh 17187
00:03:25.6140000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:03:25.6140000		Ifrit-Egi gains Battle Voice from Blue Fever
00:03:25.6590000		Bunshin Gust Slash Ramuh 9477
00:03:25.7920000		Yoo Rose gains Aetherflow from Yoo Rose
00:03:25.7920000		Yoo Rose prepares Fester on Ramuh 25009 (DIRECT HIT)
00:03:25.8360000		Dengue Fever Glare Ramuh 21687
00:03:25.9250000		Blue Fever Empyreal Arrow Ramuh 10908
00:03:25.9700000		Minju Rose prepares Circle Of Scorn on Ramuh 8066 (CRITICAL)
00:03:25.9700000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:03:25.9700000		Aihyooni Yoomi prepares Energy Drain on Ramuh 10183
00:03:26.0140000		Yujin Ahn prepares Attack on Ramuh 8631 (CRITICAL)
00:03:26.0580000		Minju Rose prepares Attack on Ramuh 3534 (DIRECT HIT)
00:03:26.1470000		Blue Fever prepares Shot on Ramuh 4276
00:03:26.1910000		Yoo Rose Energy Drain Ramuh 13259
00:03:26.3260000		Blue Fever prepares Burst Shot on Ramuh 11075
00:03:26.3260000		Blue Fever gains Straight Shot Ready from Blue Fever
00:03:26.3700000		Ifrit-Egi Burning Strike Ramuh 8998
00:03:26.4590000		Dengue Fever Dia Ramuh 8179
00:03:26.4590000		Ramuh gains Dia from Dengue Fever
00:03:26.5470000		Yujin Ahn Attack Ramuh 8631
00:03:26.5920000		Minju Rose Attack Ramuh 3534
00:03:26.5920000		Dengue Fever prepares Swiftcast on Dengue Fever 
00:03:26.5920000		Dengue Fever gains Swiftcast from Dengue Fever
00:03:26.7260000		Yoo Rose Fester Ramuh 25009
00:03:26.7260000		Dan Tam prepares Attack on Ramuh 3444
00:03:26.8150000		Ruby Carbuncle prepares Burning Strike on Ramuh 4006
00:03:26.9040000		Blue Fever Shot Ramuh 4276
00:03:26.9940000		Minju Rose Circle Of Scorn Ramuh 8066
00:03:26.9940000		Ramuh gains Circle Of Scorn from Minju Rose
00:03:26.9940000		Aihyooni Yoomi Energy Drain Ramuh 10183
00:03:26.9940000		Minju Rose prepares Fast Blade on Ramuh 8376 (DIRECT HIT)
00:03:26.9940000		Yoo Rose prepares Ruin IV on Ramuh 23324 (DIRECT HIT)
00:03:26.9940000		Yoo Rose gains Further Ruin from Yoo Rose
00:03:27.0820000		Yujin Ahn prepares Fell Cleave on Ramuh 37130 (CRITICAL)
00:03:27.0820000		Raiden prepares Unknown_4E61 on Yujin Ahn 9184
00:03:27.2610000		Dan Tam Attack Ramuh 3444
00:03:27.2610000		Aihyooni Yoomi prepares Ruin II on Ramuh 16576 (DIRECT HIT)
00:03:27.3490000		Dan Tam prepares Aeolian Edge on Ramuh 22133 (DIRECT HIT)
00:03:27.3490000		Dan Tam gains Bunshin from Dan Tam
00:03:27.4380000		Bunshin prepares Aeolian Edge on Ramuh 8892 (DIRECT HIT)
00:03:27.5710000		Run Escape prepares Ruin III on Ramuh 16566 (DIRECT HIT)
00:03:27.6160000		Minju Rose Fast Blade Ramuh 8376
00:03:27.6160000		Ruby Carbuncle Burning Strike Ramuh 4006
00:03:27.6610000		Dengue Fever prepares Medica II on Dengue Fever +9950
00:03:27.6610000		Dengue Fever prepares Medica II on Blue Fever +16028 (CRITICAL)
00:03:27.6610000		Dengue Fever prepares Medica II on Yujin Ahn +15320 (CRITICAL)
00:03:27.6610000		Dengue Fever prepares Medica II on Aihyooni Yoomi +10035
00:03:27.6610000		Dengue Fever prepares Medica II on Yoo Rose +9792
00:03:27.6610000		Dengue Fever prepares Medica II on Dan Tam +10202
