-21:51:45.6820000		The limit break guage has been updated to 0. 2 bars are available
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on Stone Wolf
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on Moryn Ward
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on Blue Fever
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on Angk H'zhet
00:08:26.4250000		Dengue Fever casts Medica II on Dengue Fever
00:08:26.4250000		Dengue Fever casts Medica II on Super Negative
00:08:26.4250000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:08:26.4250000		Dengue Fever casts Medica II on White Crystal
00:08:26.4250000		Dengue Fever casts Medica II on Stone Wolf
00:08:26.4250000		Dengue Fever casts Medica II on Moryn Ward
00:08:26.4250000		Dengue Fever casts Medica II on Blue Fever
00:08:26.4250000		Dengue Fever casts Medica II on Angk H'zhet
00:08:35.4070000		Blue Fever casts Refulgent Arrow on Ramuh
00:08:35.4070000		Blue Fever casts Refulgent Arrow on Ramuh
00:08:35.4070000		Blue Fever casts Refulgent Arrow on Ramuh
00:08:36.7410000		White Crystal casts Dark Missionary on White Crystal
00:08:36.7410000		White Crystal casts Dark Missionary on Stone Wolf
00:08:36.7410000		White Crystal casts Dark Missionary on Dengue Fever
00:08:36.7410000		White Crystal casts Dark Missionary on Super Negative
00:08:36.7410000		White Crystal casts Dark Missionary on Cagnazzo Tarakona
00:08:36.7410000		White Crystal casts Dark Missionary on Blue Fever
00:08:36.7410000		White Crystal casts Dark Missionary on Moryn Ward
00:08:36.7410000		White Crystal casts Dark Missionary on Angk H'zhet
00:08:37.4090000		Seraph casts Consolation on Super Negative
00:08:37.4090000		Seraph casts Consolation on Stone Wolf
00:08:37.4090000		Seraph casts Consolation on White Crystal
00:08:37.4090000		Seraph casts Consolation on Dengue Fever
00:08:37.4090000		Seraph casts Consolation on Moryn Ward
00:08:37.4090000		Seraph casts Consolation on Cagnazzo Tarakona
00:08:37.4090000		Seraph casts Consolation on Blue Fever
00:08:37.4090000		Seraph casts Consolation on Angk H'zhet
00:08:41.7260000		Stone Wolf casts Shake It Off on Stone Wolf
00:08:41.7260000		Stone Wolf casts Shake It Off on White Crystal
00:08:41.7260000		Stone Wolf casts Shake It Off on Dengue Fever
00:08:41.7260000		Stone Wolf casts Shake It Off on Blue Fever
00:08:41.7260000		Stone Wolf casts Shake It Off on Super Negative
00:08:41.7260000		Stone Wolf casts Shake It Off on Moryn Ward
00:08:41.7260000		Stone Wolf casts Shake It Off on Cagnazzo Tarakona
00:08:42.6620000		Angk H'zhet casts Sacred Soil on Angk H'zhet
00:08:43.9970000		Ramuh casts Judgment Volts on Super Negative
00:08:43.9970000		Ramuh casts Judgment Volts on Stone Wolf
00:08:43.9970000		Ramuh casts Judgment Volts on White Crystal
00:08:43.9970000		Ramuh casts Judgment Volts on Moryn Ward
00:08:43.9970000		Ramuh casts Judgment Volts on Angk H'zhet
00:08:43.9970000		Ramuh casts Judgment Volts on Dengue Fever
00:08:43.9970000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:08:43.9970000		Ramuh casts Judgment Volts on Blue Fever
00:08:44.7510000		Seraph casts Consolation on Super Negative
00:08:44.7510000		Seraph casts Consolation on Stone Wolf
00:08:44.7510000		Seraph casts Consolation on White Crystal
00:08:44.7510000		Seraph casts Consolation on Moryn Ward
00:08:44.7510000		Seraph casts Consolation on Angk H'zhet
00:08:44.7510000		Seraph casts Consolation on Dengue Fever
00:08:44.7510000		Seraph casts Consolation on Cagnazzo Tarakona
00:08:44.7510000		Seraph casts Consolation on Blue Fever
00:08:44.8840000		Dengue Fever casts Medica II on Dengue Fever
00:08:44.8840000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:08:44.8840000		Dengue Fever casts Medica II on Super Negative
00:08:44.8840000		Dengue Fever casts Medica II on White Crystal
00:08:44.8840000		Dengue Fever casts Medica II on Stone Wolf
00:08:44.8840000		Dengue Fever casts Medica II on Moryn Ward
00:08:44.8840000		Dengue Fever casts Medica II on Angk H'zhet
00:08:44.8840000		Dengue Fever casts Medica II on Blue Fever
00:08:46.3070000		Angk H'zhet casts Succor on Angk H'zhet
00:08:46.3070000		Angk H'zhet casts Succor on Moryn Ward
00:08:46.3070000		Angk H'zhet casts Succor on Super Negative
00:08:46.3070000		Angk H'zhet casts Succor on Blue Fever
00:08:46.3070000		Angk H'zhet casts Succor on Stone Wolf
00:08:46.3070000		Angk H'zhet casts Succor on White Crystal
00:08:46.3070000		Angk H'zhet casts Succor on Dengue Fever
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on Super Negative
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on White Crystal
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:08:46.7510000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:08:47.9050000		Seraph casts Consolation on Super Negative
00:08:47.9050000		Seraph casts Consolation on Dengue Fever
00:08:47.9050000		Seraph casts Consolation on Stone Wolf
00:08:47.9050000		Seraph casts Consolation on White Crystal
00:08:47.9050000		Seraph casts Consolation on Moryn Ward
00:08:47.9050000		Seraph casts Consolation on Cagnazzo Tarakona
00:08:47.9050000		Seraph casts Consolation on Blue Fever
00:08:47.9050000		Seraph casts Consolation on Angk H'zhet
00:08:48.1720000		Moryn Ward casts Dream Within A Dream on Ramuh
00:08:48.1720000		Moryn Ward casts Dream Within A Dream on Ramuh
00:08:48.1720000		Moryn Ward casts Dream Within A Dream on Ramuh
00:08:56.5750000		Angk H'zhet casts Succor on Angk H'zhet
00:08:56.5750000		Angk H'zhet casts Succor on Moryn Ward
00:08:56.5750000		Angk H'zhet casts Succor on Blue Fever
00:08:56.5750000		Angk H'zhet casts Succor on Super Negative
00:08:56.5750000		Angk H'zhet casts Succor on Stone Wolf
00:08:56.5750000		Angk H'zhet casts Succor on White Crystal
00:08:56.5750000		Angk H'zhet casts Succor on Dengue Fever
00:08:56.5750000		Angk H'zhet casts Succor on Cagnazzo Tarakona
00:09:04.8380000		Dengue Fever casts Assize on Dengue Fever
00:09:04.8380000		Dengue Fever casts Assize on Ramuh
00:09:04.8380000		Dengue Fever casts Assize on Cagnazzo Tarakona
00:09:04.8380000		Dengue Fever casts Assize on Super Negative
00:09:04.8380000		Dengue Fever casts Assize on White Crystal
00:09:04.8380000		Dengue Fever casts Assize on Moryn Ward
00:09:04.8380000		Dengue Fever casts Assize on Stone Wolf
00:09:04.8380000		Dengue Fever casts Assize on Blue Fever
00:09:12.9680000		Dengue Fever casts Medica II on Dengue Fever
00:09:12.9680000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:09:12.9680000		Dengue Fever casts Medica II on Moryn Ward
00:09:12.9680000		Dengue Fever casts Medica II on Blue Fever
00:09:12.9680000		Dengue Fever casts Medica II on Angk H'zhet
00:09:12.9680000		Dengue Fever casts Medica II on White Crystal
00:09:12.9680000		Dengue Fever casts Medica II on Stone Wolf
00:09:12.9680000		Dengue Fever casts Medica II on Super Negative
00:09:13.4120000		Angk H'zhet casts Sacred Soil on Angk H'zhet
00:09:13.8110000		Blue Fever casts Battle Voice on Dengue Fever
00:09:13.8110000		Blue Fever casts Battle Voice on Cagnazzo Tarakona
00:09:13.8110000		Blue Fever casts Battle Voice on Moryn Ward
00:09:13.8110000		Blue Fever casts Battle Voice on Angk H'zhet
00:09:13.8110000		Blue Fever casts Battle Voice on Super Negative
00:09:13.8110000		Blue Fever casts Battle Voice on White Crystal
00:09:13.8110000		Blue Fever casts Battle Voice on Stone Wolf
00:09:15.7650000		Ramuh casts Judgment Volts on Super Negative
00:09:15.7650000		Ramuh casts Judgment Volts on White Crystal
00:09:15.7650000		Ramuh casts Judgment Volts on Angk H'zhet
00:09:15.7650000		Ramuh casts Judgment Volts on Moryn Ward
00:09:15.7650000		Ramuh casts Judgment Volts on Stone Wolf
00:09:15.7650000		Ramuh casts Judgment Volts on Dengue Fever
00:09:15.7650000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:09:15.7650000		Ramuh casts Judgment Volts on Blue Fever
00:09:17.1400000		Angk H'zhet casts Succor on Angk H'zhet
00:09:17.1400000		Angk H'zhet casts Succor on White Crystal
00:09:17.1400000		Angk H'zhet casts Succor on Super Negative
00:09:17.1400000		Angk H'zhet casts Succor on Dengue Fever
00:09:17.1400000		Angk H'zhet casts Succor on Stone Wolf
00:09:17.1400000		Angk H'zhet casts Succor on Cagnazzo Tarakona
00:09:17.1400000		Angk H'zhet casts Succor on Moryn Ward
00:09:17.1400000		Angk H'zhet casts Succor on Blue Fever
00:09:19.6680000		Selene casts Whispering Dawn on Super Negative
00:09:19.6680000		Selene casts Whispering Dawn on White Crystal
00:09:19.6680000		Selene casts Whispering Dawn on Angk H'zhet
00:09:19.6680000		Selene casts Whispering Dawn on Stone Wolf
00:09:19.6680000		Selene casts Whispering Dawn on Cagnazzo Tarakona
00:09:19.6680000		Selene casts Whispering Dawn on Moryn Ward
00:09:19.6680000		Selene casts Whispering Dawn on Dengue Fever
00:09:19.6680000		Selene casts Whispering Dawn on Blue Fever
00:09:19.9800000		Dengue Fever casts Asylum on Dengue Fever
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on Super Negative
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:09:20.7830000		Dengue Fever casts Afflatus Rapture on White Crystal
00:09:22.0330000		The limit break guage has been updated to 0. 3 bars are available
00:09:22.7450000		Selene casts Fey Illumination on Super Negative
00:09:22.7450000		Selene casts Fey Illumination on Angk H'zhet
00:09:22.7450000		Selene casts Fey Illumination on White Crystal
00:09:22.7450000		Selene casts Fey Illumination on Stone Wolf
00:09:22.7450000		Selene casts Fey Illumination on Dengue Fever
00:09:22.7450000		Selene casts Fey Illumination on Cagnazzo Tarakona
00:09:22.7450000		Selene casts Fey Illumination on Moryn Ward
00:09:22.7450000		Selene casts Fey Illumination on Blue Fever
00:09:25.0150000		The limit break guage has been updated to 220. 3 bars are available
00:09:26.9240000		Ramuh casts Judgment Volts on Super Negative
00:09:26.9240000		Ramuh casts Judgment Volts on Dengue Fever
00:09:26.9240000		Ramuh casts Judgment Volts on Angk H'zhet
00:09:26.9240000		Ramuh casts Judgment Volts on White Crystal
00:09:26.9240000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:09:26.9240000		Ramuh casts Judgment Volts on Stone Wolf
00:09:26.9240000		Ramuh casts Judgment Volts on Moryn Ward
00:09:26.9240000		Ramuh casts Judgment Volts on Blue Fever
00:09:27.9920000		The limit break guage has been updated to 440. 3 bars are available
00:09:28.7020000		Dengue Fever casts Medica II on Dengue Fever
00:09:28.7020000		Dengue Fever casts Medica II on Moryn Ward
00:09:28.7020000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:09:28.7020000		Dengue Fever casts Medica II on Super Negative
00:09:28.7020000		Dengue Fever casts Medica II on Blue Fever
00:09:28.7020000		Dengue Fever casts Medica II on Angk H'zhet
00:09:28.7020000		Dengue Fever casts Medica II on White Crystal
00:09:28.7020000		Dengue Fever casts Medica II on Stone Wolf
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on Super Negative
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on White Crystal
00:09:29.5880000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:09:31.0080000		The limit break guage has been updated to 660. 3 bars are available
00:09:34.0250000		The limit break guage has been updated to 880. 3 bars are available
00:09:37.0010000		The limit break guage has been updated to 1100. 3 bars are available
00:09:40.0220000		The limit break guage has been updated to 1320. 3 bars are available
00:09:42.9940000		The limit break guage has been updated to 1540. 3 bars are available
00:09:43.2620000		White Crystal casts Salted Earth on White Crystal
00:09:44.1960000		Ramuh casts Judgment Volts on White Crystal
00:09:44.1960000		Ramuh casts Judgment Volts on Super Negative
00:09:44.1960000		Ramuh casts Judgment Volts on Moryn Ward
00:09:44.1960000		Ramuh casts Judgment Volts on Stone Wolf
00:09:44.1960000		Ramuh casts Judgment Volts on Angk H'zhet
00:09:44.1960000		Ramuh casts Judgment Volts on Dengue Fever
00:09:44.1960000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:09:44.1960000		Ramuh casts Judgment Volts on Blue Fever
00:09:44.4630000		Dengue Fever casts Medica II on Dengue Fever
00:09:44.4630000		Dengue Fever casts Medica II on Blue Fever
00:09:44.4630000		Dengue Fever casts Medica II on Moryn Ward
00:09:44.4630000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:09:44.4630000		Dengue Fever casts Medica II on Super Negative
00:09:44.4630000		Dengue Fever casts Medica II on Angk H'zhet
00:09:44.4630000		Dengue Fever casts Medica II on White Crystal
00:09:44.4630000		Dengue Fever casts Medica II on Stone Wolf
00:09:46.0180000		The limit break guage has been updated to 1760. 3 bars are available
00:09:46.2850000		Angk H'zhet casts Indomitability on Angk H'zhet
00:09:46.2850000		Angk H'zhet casts Indomitability on White Crystal
00:09:46.2850000		Angk H'zhet casts Indomitability on Moryn Ward
00:09:46.2850000		Angk H'zhet casts Indomitability on Dengue Fever
00:09:46.2850000		Angk H'zhet casts Indomitability on Stone Wolf
00:09:46.2850000		Angk H'zhet casts Indomitability on Super Negative
00:09:46.2850000		Angk H'zhet casts Indomitability on Blue Fever
00:09:46.2850000		Angk H'zhet casts Indomitability on Cagnazzo Tarakona
00:09:48.9900000		The limit break guage has been updated to 1980. 3 bars are available
00:09:50.4120000		Dengue Fever casts Assize on Dengue Fever
00:09:50.4120000		Dengue Fever casts Assize on Ramuh
00:09:50.4120000		Dengue Fever casts Assize on Moryn Ward
00:09:50.4120000		Dengue Fever casts Assize on Super Negative
00:09:50.4120000		Dengue Fever casts Assize on Cagnazzo Tarakona
00:09:50.4120000		Dengue Fever casts Assize on Blue Fever
00:09:50.4120000		Dengue Fever casts Assize on Angk H'zhet
00:09:50.4120000		Dengue Fever casts Assize on White Crystal
00:09:50.4120000		Dengue Fever casts Assize on Stone Wolf
00:09:51.0770000		Moryn Ward casts Dream Within A Dream on Ramuh
00:09:51.0770000		Moryn Ward casts Dream Within A Dream on Ramuh
00:09:51.0770000		Moryn Ward casts Dream Within A Dream on Ramuh
00:09:52.0080000		The limit break guage has been updated to 2200. 3 bars are available
00:09:52.7190000		Angk H'zhet casts Sacred Soil on Angk H'zhet
00:09:53.8750000		Cagnazzo Tarakona casts Ley Lines on Cagnazzo Tarakona
00:09:55.0280000		The limit break guage has been updated to 2420. 3 bars are available
00:09:55.3850000		Ramuh casts Judgment Volts on Angk H'zhet
00:09:55.3850000		Ramuh casts Judgment Volts on White Crystal
00:09:55.3850000		Ramuh casts Judgment Volts on Super Negative
00:09:55.3850000		Ramuh casts Judgment Volts on Moryn Ward
00:09:55.3850000		Ramuh casts Judgment Volts on Stone Wolf
00:09:55.3850000		Ramuh casts Judgment Volts on Dengue Fever
00:09:55.3850000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:09:55.3850000		Ramuh casts Judgment Volts on Blue Fever
00:09:56.4970000		Blue Fever casts Refulgent Arrow on Ramuh
00:09:56.4970000		Blue Fever casts Refulgent Arrow on Ramuh
00:09:56.4970000		Blue Fever casts Refulgent Arrow on Ramuh
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on Super Negative
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on White Crystal
00:09:57.0740000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:09:58.0070000		The limit break guage has been updated to 2640. 3 bars are available
00:09:59.3840000		Selene casts Fey Blessing on Angk H'zhet
00:09:59.3840000		Selene casts Fey Blessing on White Crystal
00:09:59.3840000		Selene casts Fey Blessing on Stone Wolf
00:09:59.3840000		Selene casts Fey Blessing on Moryn Ward
00:09:59.3840000		Selene casts Fey Blessing on Dengue Fever
00:09:59.3840000		Selene casts Fey Blessing on Super Negative
00:09:59.3840000		Selene casts Fey Blessing on Cagnazzo Tarakona
00:09:59.3840000		Selene casts Fey Blessing on Blue Fever
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on Dengue Fever
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on Moryn Ward
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on Blue Fever
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on Cagnazzo Tarakona
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on Angk H'zhet
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on Super Negative
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on White Crystal
00:10:00.3190000		Dengue Fever casts Plenary Indulgence on Stone Wolf
00:10:01.0280000		The limit break guage has been updated to 2860. 3 bars are available
00:10:04.0070000		Dengue Fever casts Medica on Dengue Fever
00:10:04.0070000		Dengue Fever casts Medica on Blue Fever
00:10:04.0070000		Dengue Fever casts Medica on Cagnazzo Tarakona
00:10:04.0070000		Dengue Fever casts Medica on Moryn Ward
00:10:04.0070000		Dengue Fever casts Medica on Angk H'zhet
00:10:04.0070000		Dengue Fever casts Medica on Super Negative
00:10:04.0070000		Dengue Fever casts Medica on White Crystal
00:10:04.0070000		Dengue Fever casts Medica on Stone Wolf
00:10:04.0070000		The limit break guage has been updated to 3080. 3 bars are available
00:10:06.5370000		Ramuh casts Judgment Volts on Angk H'zhet
00:10:06.5370000		Ramuh casts Judgment Volts on White Crystal
00:10:06.5370000		Ramuh casts Judgment Volts on Super Negative
00:10:06.5370000		Ramuh casts Judgment Volts on Stone Wolf
00:10:06.5370000		Ramuh casts Judgment Volts on Moryn Ward
00:10:06.5370000		Ramuh casts Judgment Volts on Dengue Fever
00:10:06.5370000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:10:06.5370000		Ramuh casts Judgment Volts on Blue Fever
00:10:07.0270000		The limit break guage has been updated to 3300. 3 bars are available
00:10:10.0030000		The limit break guage has been updated to 3520. 3 bars are available
00:10:10.3570000		The limit break guage has been updated to 3520. 2 bars are available
